"routeno","route_name","route_address","Starting","Destination","TotalStops","TravelTime","Distance","FirstBusFromStartingPoint","LastBusFromStartingPoint","FirstBusFromFromDestination","LastBusFromDestination"
"512-ltd","M P Chowk Mulund Mulund West Check Naka Bus Station R Mall to Nerul Bus Station Route Map","https://www.mumbai77.com/bus-routes/bus-no-512-ltd","M P Chowk Mulund Mulund West Check Naka Bus Station R Mall","Nerul Bus Station","60","1 Hour 12 Minutes","30.5","04:30","23:05","05:45","23:30"
"513-ltd","Gawanpada Fire Brigade Mulund East to Vashi Railway Station Route Map","https://www.mumbai77.com/bus-routes/bus-no-513-ltd","Gawanpada Fire Brigade Mulund East","Vashi Railway Station","51","1 Hour 47 Minutes","22.5","06:10","22:25","06:20","23:20"
"514-ltd","M P Chowk Mulund Mulund West Check Naka Bus Station R Mall to Landt Infotech Route Map","https://www.mumbai77.com/bus-routes/bus-no-514-ltd","M P Chowk Mulund Mulund West Check Naka Bus Station R Mall","Landt Infotech","34","1 Hour 37 Minutes","17.9","07:55","22:25","07:10","21:30"
"517-ltd","Santacruz Station East to Sector No 19 Vashi Route Map","https://www.mumbai77.com/bus-routes/bus-no-517-ltd","Santacruz Station East","Sector No 19 Vashi","50","1 Hour 20 Minutes","28.8","05:40","19:30","07:00","21:40"
"518-ltd","Shivaji Nagar Depot to Ghansoli Village Route Map","https://www.mumbai77.com/bus-routes/bus-no-518-ltd","Shivaji Nagar Depot","Ghansoli Village","37","1 Hour 21 Minutes","19.1","07:13","23:35","06:15","22:43"
"52","Dharavi Depot Ring Route Map","https://www.mumbai77.com/bus-routes/bus-no-52","Dharavi Depot","Dharavi Depot","45","37 Minutes","20.9","05:55","21:35","Dharavi Depo","Dharavi T Junction Tapase Chow"
"520-ltd","Deonar Depot to Airoli Bus Station Route Map","https://www.mumbai77.com/bus-routes/bus-no-520-ltd","Deonar Depot","Airoli Bus Station","43","57 Minutes","NA","Time Not Available","Time Not Available","Time Not Available","Time Not Available"
"521-ltd","Vasantrao Naik Chowk Tardeo to Ghansoli Village Route Map","https://www.mumbai77.com/bus-routes/bus-no-521-ltd","Vasantrao Naik Chowk Tardeo","Ghansoli Village","63","1 Hour 41 Minutes","36","06:20","22:00","05:00","20:05"
"522-ltd","Marol Depot to Vashi Railway Station Route Map","https://www.mumbai77.com/bus-routes/bus-no-522-ltd","Marol Depot","Vashi Railway Station","62","1 Hour 32 Minutes","30.5","07:18","21:20","05:50","21:13"
"523-ltd","Dindoshi Bus Station to Millennium Business Park Route Map","https://www.mumbai77.com/bus-routes/bus-no-523-ltd","Dindoshi Bus Station","Millennium Business Park","57","58 Minutes","29.4","05:05","21:00","06:30","19:04"
"524-ltd","Borivali Station East to Sector No 19 Vashi Route Map","https://www.mumbai77.com/bus-routes/bus-no-524-ltd","Borivali Station East","Sector No 19 Vashi","76","1 Hour 39 Minutes","43.9","05:00","19:05","06:45","21:15"
"525-ltd","Dindoshi Bus Station to Sector No 19 Vashi Route Map","https://www.mumbai77.com/bus-routes/bus-no-525-ltd","Dindoshi Bus Station","Sector No 19 Vashi","74","1 Hour 53 Minutes","37","05:00","19:20","06:30","19:21"
"526-ltd","Jijamata Udyan to Jalvayu Vihar Kharghar Route Map","https://www.mumbai77.com/bus-routes/bus-no-526-ltd","Jijamata Udyan","Jalvayu Vihar Kharghar","67","1 Hour 55 Minutes","43.3","Time Not Available","Time Not Available","Time Not Available","Time Not Available"
"53","Worli Depot to Lokmanya Tilak Terminus Route Map","https://www.mumbai77.com/bus-routes/bus-no-53","Worli Depot","Lokmanya Tilak Terminus","37","1 Hour 5 Minutes","16.3","06:03","06:37","21:05","22:35"
"533-ltd","Andheri Station West to Sector No 19 Vashi Route Map","https://www.mumbai77.com/bus-routes/bus-no-533-ltd","Andheri Station West","Sector No 19 Vashi","50","1 Hour 28 Minutes","30.7","06:55","20:10","06:50","21:20"
"545-ltd","Agarkar Chowk to Airoli Bus Station Route Map","https://www.mumbai77.com/bus-routes/bus-no-545-ltd","Agarkar Chowk","Airoli Bus Station","53","1 Hour 25 Minutes","23.5","06:00","22:00","06:00","23:35"
"55","Worli Depot Ring Route Map","https://www.mumbai77.com/bus-routes/bus-no-55","Worli Depot","Worli Depot","40","38 Minutes","15.1","06:38","18:17","Worli Depo","Worli Villag"
"56","Worli Village to Vesave Yari Road Bus Station Route Map","https://www.mumbai77.com/bus-routes/bus-no-56","Worli Village","Vesave Yari Road Bus Station","61","1 Hour 19 Minutes","22.3","06:15","22:50","05:15","21:10"
"57","Kamla Nehru Park to P Thakre Udyan Bus Station Sewree Route Map","https://www.mumbai77.com/bus-routes/bus-no-57","Kamla Nehru Park","P Thakre Udyan Bus Station Sewree","35","1 Hour 7 Minutes","13.8","06:10","20:07","06:55","21:20"
"58","Truck Terminal to Kurla Bus Station East Route Map","https://www.mumbai77.com/bus-routes/bus-no-58","Truck Terminal","Kurla Bus Station East","14","28 Minutes","4.5","08:51","19:15","09:13","19:35"
"59","Veer Kotwal Udyan Dadar Station Plaza to Kurla Bus Station East Route Map","https://www.mumbai77.com/bus-routes/bus-no-59","Veer Kotwal Udyan Dadar Station Plaza","Kurla Bus Station East","26","24 Minutes","11.3","05:45","22:05","05:00","22:55"
"6-ltd","Colaba Depot to Tata Power Station Route Map","https://www.mumbai77.com/bus-routes/bus-no-6-ltd","Colaba Depot","Tata Power Station","45","1 Hour 38 Minutes","26","07:55","19:35","06:30","18:35"
"60","Maharana Pratap Chowk Mazgaon to Kurla Bus Station East Route Map","https://www.mumbai77.com/bus-routes/bus-no-60","Maharana Pratap Chowk Mazgaon","Kurla Bus Station East","41","30 Minutes","15.4","05:35","22:40","06:20","22:50"
"601","Malad Station East Ring Route Map","https://www.mumbai77.com/bus-routes/bus-no-601","Malad Station East","Malad Station East","19","25 Minutes","NA","Time Not Available","Time Not Available","Malad Station Eas","Radha Maheshwari Chow"
"602","Kanjurmarg Station West to Hiranandani Powai Bus Station Route Map","https://www.mumbai77.com/bus-routes/bus-no-602","Kanjurmarg Station West","Hiranandani Powai Bus Station","13","31 Minutes","5.2","06:00","22:40","06:20","23:00"
"603","Amrut Nagar Ring Route Map","https://www.mumbai77.com/bus-routes/bus-no-603","Amrut Nagar","Amrut Nagar","56","54 Minutes","20.2","06:30","21:35","Amrut Naga","Vikhroli Industrial Estat"
"604","Kanjurmarg Station West to Bhandup Station West Route Map","https://www.mumbai77.com/bus-routes/bus-no-604","Kanjurmarg Station West","Bhandup Station West","10","17 Minutes","3.5","06:05","22:20","06:23","22:00"
"605","Bhandup Station West to Tembi Pada Route Map","https://www.mumbai77.com/bus-routes/bus-no-605","Bhandup Station West","Tembi Pada","9","29 Minutes","2.6","04:35","01:45","04:15","01:20"
"606","Bhandup Station West Ring Route Map","https://www.mumbai77.com/bus-routes/bus-no-606","Bhandup Station West","Bhandup Station West","12","22 Minutes","4.4","07:35","13:16","Bhandup Station Wes","Mini Land Societ"
"607","Bhandup Station West Ring Route Map","https://www.mumbai77.com/bus-routes/bus-no-607","Bhandup Station West","Bhandup Station West","13","41 Minutes","5.5","05:15","00:00","Bhandup Station Wes","Bhandup Police Statio"
"608","Kanjurmarg Station West to Hanuman Nagar Bhandup Route Map","https://www.mumbai77.com/bus-routes/bus-no-608","Kanjurmarg Station West","Hanuman Nagar Bhandup","9","18 Minutes","2.2","05:55","23:40","06:05","23:51"
"609","Vidya Vihar Bus Station West to Kohinoor Sra Colony Route Map","https://www.mumbai77.com/bus-routes/bus-no-609","Vidya Vihar Bus Station West","Kohinoor Sra Colony","11","21 Minutes","2.2","06:57","22:20","06:45","22:30"
"61","Swami D Saraswati Chowk Fort to Machhimar Nagar Mahim Route Map","https://www.mumbai77.com/bus-routes/bus-no-61","Swami D Saraswati Chowk Fort","Machhimar Nagar Mahim","40","48 Minutes","17.1","05:45","20:00","07:00","21:45"
"612","Bhandup Station West to Hanuman Nagar Bhandup Route Map","https://www.mumbai77.com/bus-routes/bus-no-612","Bhandup Station West","Hanuman Nagar Bhandup","9","18 Minutes","2.8","06:00","22:25","06:00","22:40"
"613","Vidya Vihar Bus Station West to Sunder Baug Kamani Route Map","https://www.mumbai77.com/bus-routes/bus-no-613","Vidya Vihar Bus Station West","Sunder Baug Kamani","8","29 Minutes","2","06:43","23:00","06:30","23:14"
"617","Nahur Railway Station East to Khindi Pada Route Map","https://www.mumbai77.com/bus-routes/bus-no-617","Nahur Railway Station East","Khindi Pada","8","46 Minutes","NA","Time Not Available","Time Not Available","Time Not Available","Time Not Available"
"618","Santacruz Station East Ring Route Map","https://www.mumbai77.com/bus-routes/bus-no-618","Santacruz Station East","Santacruz Station East","9","17 Minutes","2.8","06:50","22:15","Santacruz Station ","Vakola Police Statio"
"62","Mumbai Central Depot to Vidya Vihar Bus Station West Route Map","https://www.mumbai77.com/bus-routes/bus-no-62","Mumbai Central Depot","Vidya Vihar Bus Station West","47","38 Minutes","21","06:55","18:47","08:25","21:05"
"620","Malad Station West Ring Route Map","https://www.mumbai77.com/bus-routes/bus-no-620","Malad Station West","Malad Station West","19","15 Minutes","6.9","06:27","07:19","Malad Station Wes","Liberty Garde"
"621","Malad Station West Ring Route Map","https://www.mumbai77.com/bus-routes/bus-no-621","Malad Station West","Malad Station West","21","16 Minutes","5.8","06:15","22:06","Malad Station Wes","Liberty Garde"
"622","Malad Station West Ring Route Map","https://www.mumbai77.com/bus-routes/bus-no-622","Malad Station West","Malad Station West","25","21 Minutes","9","06:47","23:10","Malad Station Wes","Liberty Garde"
"623","Borivali Station East to Garten Pada No 2 Route Map","https://www.mumbai77.com/bus-routes/bus-no-623","Borivali Station East","Garten Pada No 2","11","23 Minutes","3.8","06:20","21:10","06:00","20:45"
"624","Malad Station East Ring Route Map","https://www.mumbai77.com/bus-routes/bus-no-624","Malad Station East","Malad Station East","19","43 Minutes","NA","Time Not Available","Time Not Available","Malad Station Eas","Dr Suchak Chow"
"625","Malad Station East Ring Route Map","https://www.mumbai77.com/bus-routes/bus-no-625","Malad Station East","Malad Station East","41","42 Minutes","NA","Time Not Available","Time Not Available","Malad Station Eas","Radha Maheshwari Chow"
"626","Borivali Station East Ring Route Map","https://www.mumbai77.com/bus-routes/bus-no-626","Borivali Station East","Borivali Station East","7","10 Minutes","NA","Time Not Available","Time Not Available","Borivali Station Eas","Dattapada Phata"
"627","Andheri Station West to Mora Village Route Map","https://www.mumbai77.com/bus-routes/bus-no-627","Andheri Station West","Mora Village","16","45 Minutes","5","06:25","21:25","06:45","21:13"
"629","Samata Nagar Kandivali to Vaishali Nagar Dahisar Route Map","https://www.mumbai77.com/bus-routes/bus-no-629","Samata Nagar Kandivali","Vaishali Nagar Dahisar","23","42 Minutes","8.7","07:15","21:15","06:55","22:10"
"63","J Mehta Marg to Chunabhatti Route Map","https://www.mumbai77.com/bus-routes/bus-no-63","J Mehta Marg","Chunabhatti","48","1 Hour 9 Minutes","20.9","05:35","22:56","06:30","23:30"
"630","Khar Station West to Santacruz Station West Route Map","https://www.mumbai77.com/bus-routes/bus-no-630","Khar Station West","Santacruz Station West","14","7 Minutes","3.9","06:50","21:25","07:20","21:55"
"631","Kurla Station West Ring Route Map","https://www.mumbai77.com/bus-routes/bus-no-631","Kurla Station West","Kurla Station West","11","32 Minutes","3.2","07:32","22:25","Kurla Station ","Mehtab Lan"
"632","Kurla Station West to Sunder Baug Kamani Route Map","https://www.mumbai77.com/bus-routes/bus-no-632","Kurla Station West","Sunder Baug Kamani","8","38 Minutes","2.9","07:25","20:45","07:00","21:05"
"634","Damu Nagar Bus Station to Malad Bus Depot Route Map","https://www.mumbai77.com/bus-routes/bus-no-634","Damu Nagar Bus Station","Malad Bus Depot","34","46 Minutes","8.8","06:35","21:05","07:15","20:01"
"64","Babulnath to Maheshwari Udyan Route Map","https://www.mumbai77.com/bus-routes/bus-no-64","Babulnath","Maheshwari Udyan","36","54 Minutes","12","06:30","21:15","07:15","22:15"
"640","Satbhakti Mandir to Shyam Nagar Route Map","https://www.mumbai77.com/bus-routes/bus-no-640","Satbhakti Mandir","Shyam Nagar","10","17 Minutes","2.5","06:20","22:00","06:00","21:35"
"646","Aarey Road Subway to Dindoshi Bus Station Route Map","https://www.mumbai77.com/bus-routes/bus-no-646","Aarey Road Subway","Dindoshi Bus Station","5","8 Minutes","NA","Time Not Available","Time Not Available","Time Not Available","Time Not Available"
"65","Dr S P Mukherji Chowk Museum to Anik Depot Route Map","https://www.mumbai77.com/bus-routes/bus-no-65","Dr S P Mukherji Chowk Museum","Anik Depot","45","1 Hour 2 Minutes","NA","Time Not Available","Time Not Available","Time Not Available","Time Not Available"
"66","Ballard Pier to Rani Laxmibai Chowk Sion Route Map","https://www.mumbai77.com/bus-routes/bus-no-66","Ballard Pier","Rani Laxmibai Chowk Sion","37","46 Minutes","15.6","06:40","18:35","07:40","20:10"
"66-ltd","Colaba Depot to Dharavi Depot Route Map","https://www.mumbai77.com/bus-routes/bus-no-66-ltd","Colaba Depot","Dharavi Depot","41","52 Minutes","18.2","24:25","25:15","Time Not Available","Time Not Available"
"661","Mumbai Central Station West Ring Route Map","https://www.mumbai77.com/bus-routes/bus-no-661","Mumbai Central Station West","Mumbai Central Station West","19","10 Minutes","NA","Time Not Available","Time Not Available","Mumbai Central Station Wes","R T O Office Tarde"
"663","Mahul Village to Trombay Route Map","https://www.mumbai77.com/bus-routes/bus-no-663","Mahul Village","Trombay","30","1 Hour 10 Minutes","10.6","06:30","21:35","07:10","20:40"
"67","Kamla Nehru Park to Antop Hill Route Map","https://www.mumbai77.com/bus-routes/bus-no-67","Kamla Nehru Park","Antop Hill","57","1 Hour 31 Minutes","19.3","04:45","20:50","05:40","22:30"
"678","Mankhurd Station to Nana Wadi Meraj Masjid Route Map","https://www.mumbai77.com/bus-routes/bus-no-678","Mankhurd Station","Nana Wadi Meraj Masjid","9","29 Minutes","2.4","06:00","22:00","06:10","22:15"
"69","Dr S P Mukherji Chowk Museum to P Thakre Udyan Bus Station Sewree Route Map","https://www.mumbai77.com/bus-routes/bus-no-69","Dr S P Mukherji Chowk Museum","P Thakre Udyan Bus Station Sewree","29","58 Minutes","12.6","05:15","22:40","06:00","23:26"
"696","Dahisar Station Road East to Diamond Industries Route Map","https://www.mumbai77.com/bus-routes/bus-no-696","Dahisar Station Road East","Diamond Industries","7","11 Minutes","1.9","06:45","20:30","06:30","20:45"
"698","Borivali Station East to N G Park Rawal Pada Route Map","https://www.mumbai77.com/bus-routes/bus-no-698","Borivali Station East","N G Park Rawal Pada","10","28 Minutes","3.3","06:15","20:32","06:00","20:50"
"7-ltd","Backbay Depot to Vikhroli Park Site Route Map","https://www.mumbai77.com/bus-routes/bus-no-7-ltd","Backbay Depot","Vikhroli Park Site","52","1 Hour 10 Minutes","30.4","08:29","19:39","07:15","17:24"
"70","Colaba Depot to Dharavi Depot Route Map","https://www.mumbai77.com/bus-routes/bus-no-70","Colaba Depot","Dharavi Depot","40","1 Hour 2  Minutes","18.5","06:15","21:25","07:10","19:27"
"700-ltd","Magathane Depot to Thane Station East Route Map","https://www.mumbai77.com/bus-routes/bus-no-700-ltd","Magathane Depot","Thane Station East","54","1 Hour 54 Minutes","31.2","07:30","22:48","06:15","21:35"
"701-ltd","Kandivali Bus Station East Ring Route Map","https://www.mumbai77.com/bus-routes/bus-no-701-ltd","Kandivali Bus Station East","Kandivali Bus Station East","66","1 Hour 1 Minute","29","05:30","20:27","Kandivali Bus Station ","E S I S Hospital Kandival"
"702-ltd","Magathane Depot to Ghodbunder Village Route Map","https://www.mumbai77.com/bus-routes/bus-no-702-ltd","Magathane Depot","Ghodbunder Village","25","56 Minutes","10.3","05:05","23:30","05:30","22:38"
"703-ltd","Samata Nagar Kandivali Ring Route Map","https://www.mumbai77.com/bus-routes/bus-no-703-ltd","Samata Nagar Kandivali","Samata Nagar Kandivali","68","51 Minutes","27.4","06:36","21:14","Samata Nagar Kndvl","Thakur Colleg"
"705-ltd","Dindoshi Bus Station to Western Park Route Map","https://www.mumbai77.com/bus-routes/bus-no-705-ltd","Dindoshi Bus Station","Western Park","33","1 Hour 4 Minutes","15.2","05:05","22:10","05:55","20:55"
"706-ltd","Marol Depot to Bhayander Station East Route Map","https://www.mumbai77.com/bus-routes/bus-no-706-ltd","Marol Depot","Bhayander Station East","67","1 Hour 14 Minutes","25.7","08:15","22:15","06:35","20:19"
"707-ltd","Goregaon Oshiwara Depot to Bhayander Station East Route Map","https://www.mumbai77.com/bus-routes/bus-no-707-ltd","Goregaon Oshiwara Depot","Bhayander Station East","66","1 Hour 24 Minutes","24.4","07:20","21:45","06:00","19:31"
"709-ltd","Magathane Depot to Bhayander Station East Route Map","https://www.mumbai77.com/bus-routes/bus-no-709-ltd","Magathane Depot","Bhayander Station East","42","49 Minutes","14.1","03:30","24:45","04:10","00:00"
"71","Byculla Station West to Ram Ganesh Gadkari Chowk Shivaji Park Route Map","https://www.mumbai77.com/bus-routes/bus-no-71","Byculla Station West","Ram Ganesh Gadkari Chowk Shivaji Park","15","29 Minutes","NA","Time Not Available","Time Not Available","Time Not Available","Time Not Available"
"710-ltd","Jai Maharashtra Nagar to Bhayandar Railway Station West Route Map","https://www.mumbai77.com/bus-routes/bus-no-710-ltd","Jai Maharashtra Nagar","Bhayandar Railway Station West","39","1 Hour","15","05:20","21:10","06:05","19:55"
"712-ltd","Dahisar Bus Station to Laxmi Park Mira Road Route Map","https://www.mumbai77.com/bus-routes/bus-no-712-ltd","Dahisar Bus Station","Laxmi Park Mira Road","22","36 Minutes","6.8","06:15","20:30","06:40","21:05"
"713-ltd","Jogeshwari Bus Station to Western Park Route Map","https://www.mumbai77.com/bus-routes/bus-no-713-ltd","Jogeshwari Bus Station","Western Park","44","1 Hour 5 Minutes","NA","Time Not Available","Time Not Available","Time Not Available","Time Not Available"
"718-ltd","Dindoshi Bus Station to Bhayander Station East Route Map","https://www.mumbai77.com/bus-routes/bus-no-718-ltd","Dindoshi Bus Station","Bhayander Station East","45","49 Minutes","17.8","04:45","01:00","05:25","23:48"
"720-ltd","Malvani Depot Gaikwad Nagar to Bhayander Station East Route Map","https://www.mumbai77.com/bus-routes/bus-no-720-ltd","Malvani Depot Gaikwad Nagar","Bhayander Station East","65","55 Minutes","22.7","08:50","20:15","07:20","18:14"
"74","Dr S P Mukherji Chowk Museum to Mahim Bus Station Route Map","https://www.mumbai77.com/bus-routes/bus-no-74","Dr S P Mukherji Chowk Museum","Mahim Bus Station","34","54 Minutes","15.8","06:40","19:10","07:50","20:45"
"75","Antop Hill to Tata Colony Bandra Route Map","https://www.mumbai77.com/bus-routes/bus-no-75","Antop Hill","Tata Colony Bandra","21","1 Hour 5 Minutes","9.7","06:00","21:56","06:50","22:50"
"76","Mantralaya to Pratiksha Nagar Depot Route Map","https://www.mumbai77.com/bus-routes/bus-no-76","Mantralaya","Pratiksha Nagar Depot","43","1 Hour 14 Minutes","18.7","07:00","19:50","08:10","18:54"
"77","J Mehta Marg to Wadala Depot Route Map","https://www.mumbai77.com/bus-routes/bus-no-77","J Mehta Marg","Wadala Depot","37","1 Hour 5 Minutes","13.1","09:02","20:55","10:15","19:18"
"78","Sant Gadge Maharaj Chowk Saat Rasta to Ram Ganesh Gadkari Chowk Shivaji Park Route Map","https://www.mumbai77.com/bus-routes/bus-no-78","Sant Gadge Maharaj Chowk Saat Rasta","Ram Ganesh Gadkari Chowk Shivaji Park","17","23 Minutes","5.3","06:15","20:15","06:40","20:55"
"79","Mahim Bus Station to Gorai Depot Route Map","https://www.mumbai77.com/bus-routes/bus-no-79","Mahim Bus Station","Gorai Depot","64","58 Minutes","25.1","05:20","21:32","06:30","19:47"
"8-ltd","Mantralaya to Shivaji Nagar Terminus Route Map","https://www.mumbai77.com/bus-routes/bus-no-8-ltd","Mantralaya","Shivaji Nagar Terminus","42","1 Hour 18 Minutes","24.6","08:15","19:50","06:50","18:00"
"80-ltd","Kamla Nehru Park to J V P D Bus Station Route Map","https://www.mumbai77.com/bus-routes/bus-no-80-ltd","Kamla Nehru Park","J V P D Bus Station","58","1 Hour 38 Minutes","26.2","06:30","20:05","07:50","20:50"
"81-ltd","Mantralaya to Santacruz Depot Route Map","https://www.mumbai77.com/bus-routes/bus-no-81-ltd","Mantralaya","Santacruz Depot","49","1 Hour 6 Minutes","23.9","07:10","20:25","08:45","22:00"
"812-ltd","Mumbai C S T Ring Route Map","https://www.mumbai77.com/bus-routes/bus-no-812-ltd","Mumbai C S T","Mumbai C S T","13","Unknown","NA","Time Not Available","Time Not Available","Mumbai C S ","Swami D Saraswati Chowk For"
"813-ltd","Mumbai C S T Ring Route Map","https://www.mumbai77.com/bus-routes/bus-no-813-ltd","Mumbai C S T","Mumbai C S T","15","Unknown","NA","Time Not Available","Time Not Available","Mumbai C S ","Khadi Bhanda"
"82","Mantralaya to Worli Depot Route Map","https://www.mumbai77.com/bus-routes/bus-no-82","Mantralaya","Worli Depot","25","34 Minutes","11.7","08:05","20:05","08:32","20:02"
"83","Colaba Bus Station to Santacruz Depot Route Map","https://www.mumbai77.com/bus-routes/bus-no-83","Colaba Bus Station","Santacruz Depot","52","1 Hour 32 Minutes","23.6","07:45","19:30","06:50","20:19"
"84-ltd","Hutatma Chowk to Goregaon Oshiwara Depot Route Map","https://www.mumbai77.com/bus-routes/bus-no-84-ltd","Hutatma Chowk","Goregaon Oshiwara Depot","48","1 Hour 8 Minutes","29.4","18:14","19:25","Time Not Available","Time Not Available"
"85","World Trade Centre to Kurla Bus Station East Route Map","https://www.mumbai77.com/bus-routes/bus-no-85","World Trade Centre","Kurla Bus Station East","57","1 Hour","25.2","07:35","08:55","09:00","10:40"
"86","Backbay Depot to Bandra Bus Station Route Map","https://www.mumbai77.com/bus-routes/bus-no-86","Backbay Depot","Bandra Bus Station","61","1 Hour 11 Minutes","27.4","07:42","21:05","06:15","19:05"
"87-ltd","Mantralaya to Bandra Colony Bus Station Route Map","https://www.mumbai77.com/bus-routes/bus-no-87-ltd","Mantralaya","Bandra Colony Bus Station","34","59 Minutes","19.7","07:25","17:45","08:45","19:30"
"88","Mantralaya to Pratiksha Nagar Depot Route Map","https://www.mumbai77.com/bus-routes/bus-no-88","Mantralaya","Pratiksha Nagar Depot","54","1 Hour 14 Minutes","21.8","07:05","18:05","08:40","18:15"
"89","Mantralaya to Worli Depot Route Map","https://www.mumbai77.com/bus-routes/bus-no-89","Mantralaya","Worli Depot","23","34 Minutes","11.6","07:45","20:15","07:50","19:01"
"9","Colaba Bus Station to Nadkarni Park Route Map","https://www.mumbai77.com/bus-routes/bus-no-9","Colaba Bus Station","Nadkarni Park","56","1 Hour 22 Minutes","24.7","06:20","18:20","07:35","20:15"
"91-ltd","Mumbai Central Depot to Lokmanya Tilak Terminus Route Map","https://www.mumbai77.com/bus-routes/bus-no-91-ltd","Mumbai Central Depot","Lokmanya Tilak Terminus","47","34 Minutes","NA","Time Not Available","Time Not Available","Time Not Available","Time Not Available"
"92-ltd","World Trade Centre to Anushakti Nagar Route Map","https://www.mumbai77.com/bus-routes/bus-no-92-ltd","World Trade Centre","Anushakti Nagar","56","1 Hour 42 Minutes","29.8","06:55","17:25","08:40","19:25"
"93-ltd","Mantralaya to Govandi Bus Station Route Map","https://www.mumbai77.com/bus-routes/bus-no-93-ltd","Mantralaya","Govandi Bus Station","48","58 Minutes","25.9","07:00","17:35","08:30","19:00"
"ddr-1-bus-43","Swami Narayan Chowk Dadar to Bharani Naka Antop Hill Route Map","https://www.mumbai77.com/bus-routes/bus-no-ddr-1-bus-43","Swami Narayan Chowk Dadar","Bharani Naka Antop Hill","14","32 Minutes","5.5","07:17","21:20","06:45","20:41"
"special-1-ltd-bus-no.-801","Mumbai C S T to N C P A Route Map","https://www.mumbai77.com/bus-routes/bus-no-special-1-ltd-bus-no.-801","Mumbai C S T","N C P A","5","26 Minutes","3","08:10","20:20","08:25","20:04"
"special-2-ltd-bus-no.-802","Mumbai C S T to World Trade Centre Route Map","https://www.mumbai77.com/bus-routes/bus-no-special-2-ltd-bus-no.-802","Mumbai C S T","World Trade Centre","11","29 Minutes","4.8","08:30","19:03","08:49","18:44"
"special-4-ltd-bus-no.-804","Mumbai C S T to Free Press Journal House Route Map","https://www.mumbai77.com/bus-routes/bus-no-special-4-ltd-bus-no.-804","Mumbai C S T","Free Press Journal House","6","24 Minutes","2.9","17:15","19:20","16:55","19:30"
"special-8-ltd-bus-no.-808","Ahilyabai Holkar Chowk Ring Route Map","https://www.mumbai77.com/bus-routes/bus-no-special-8-ltd-bus-no.-808","Ahilyabai Holkar Chowk","Ahilyabai Holkar Chowk","9","Unknown","7.6","08:15","10:41","Ahilyabai Holkar Chow","Mantralay"
"special-9-ltd-bus-no.-809","Ahilyabai Holkar Chowk Ring Route Map","https://www.mumbai77.com/bus-routes/bus-no-special-9-ltd-bus-no.-809","Ahilyabai Holkar Chowk","Ahilyabai Holkar Chowk","4","6 Minutes","3.5","08:10","19:19","Ahilyabai Holkar Chow","Nirmal Buildin"
"swr-1-bus-163","P Thakre Udyan Bus Station Sewree to Parel S T Depot Sant Rohidas Chowk Route Map","https://www.mumbai77.com/bus-routes/bus-no-swr-1-bus-163","P Thakre Udyan Bus Station Sewree","Parel S T Depot Sant Rohidas Chowk","7","17 Minutes","2.9","07:13","21:35","07:26","21:53"
